patch_name,avg_R,avg_G,avg_B,std_R,std_G,std_B,label
TCGA-3L-AA1B_nonMSIH_0.png,208.19193267822266,207.28357696533203,206.16256713867188,41.83570284620069,41.61146098200448,41.488537597499565,1
TCGA-3L-AA1B_nonMSIH_1.png,215.36719512939453,214.8341293334961,214.2007293701172,42.159360123327694,41.79079155913166,41.36262191614054,1
TCGA-3L-AA1B_nonMSIH_116.png,215.36622619628906,215.04082107543945,214.40154266357422,40.08981885874589,39.70853406976432,39.317727173700426,1
TCGA-3L-AA1B_nonMSIH_129.png,241.70235443115234,240.75380325317383,241.1984748840332,3.3316556626116904,6.598429738184124,5.036431358807571,1
TCGA-3L-AA1B_nonMSIH_19.png,215.60663604736328,215.0903549194336,214.5553321838379,40.36914422035683,40.05179017662386,39.67642655318878,1
TCGA-3L-AA1B_nonMSIH_38.png,215.21076583862305,214.68688201904297,214.06467056274414,40.22291942768968,39.85368579441582,39.459820684147836,1
TCGA-3L-AA1B_nonMSIH_5.png,215.2066535949707,214.67510986328125,214.17797088623047,41.161210184184306,40.855720558223915,40.47969285203266,1
TCGA-3L-AA1B_nonMSIH_57.png,215.62567138671875,215.11700439453125,214.5694236755371,39.84171074561958,39.50586904267359,39.077650604774355,1
TCGA-3L-AA1B_nonMSIH_75.png,214.95739364624023,214.38755798339844,213.76945114135742,38.8926415909489,38.63886136503455,38.291792798408,1
TCGA-3L-AA1B_nonMSIH_76.png,242.09499740600586,242.72136306762695,241.78317642211914,5.079166539672154,8.831127316010548,8.555535810861203,1
TCGA-3L-AA1B_nonMSIH_77.png,241.45652389526367,239.51667022705078,239.05838775634766,15.737009474139514,28.071674650084038,28.250079421007804,1
TCGA-3L-AA1B_nonMSIH_94.png,214.0584945678711,213.63261032104492,213.01224517822266,39.08921708619154,38.76768592445046,38.39574101457791,1
TCGA-3L-AA1B_nonMSIH_95.png,242.36651992797852,243.26433944702148,242.30758666992188,3.463781918970873,5.4338386215725345,5.222218959447051,1
TCGA-3L-AA1B_nonMSIH_x10800_y21216_patch00199.png,169.88381576538086,124.19722366333008,160.8522720336914,48.18654814206352,52.38508630249301,42.621736153711105,0
TCGA-3L-AA1B_nonMSIH_x12336_y21216_patch00272.png,167.52885055541992,117.81011962890625,155.9946632385254,46.9368255121098,46.56241563682946,39.41640383505659,0
TCGA-3L-AA1B_nonMSIH_x13872_y13024_patch00330.png,232.59450149536133,220.21702194213867,226.59542083740234,27.78121628402572,39.0383777278949,29.599965081527657,0
TCGA-3L-AA1B_nonMSIH_x13872_y19680_patch00340.png,182.82450103759766,138.99773788452148,171.74389266967773,46.2592839174116,49.3881418111066,39.71966982527377,0
TCGA-3L-AA1B_nonMSIH_x15408_y9440_patch00409.png,231.96921920776367,220.073974609375,226.93386840820312,26.4828732858746,37.9662862841791,28.33926437146851,0
TCGA-3L-AA1B_nonMSIH_x16432_y14048_patch00484.png,177.53325271606445,119.70268630981445,156.37298202514648,50.22584363518695,51.498590789636246,44.0373690610522,0
TCGA-3L-AA1B_nonMSIH_x16944_y9952_patch00510.png,236.41556930541992,226.31145095825195,231.0416259765625,15.738279710312664,26.857092322123968,20.342233325526603,0
TCGA-3L-AA1B_nonMSIH_x19504_y9952_patch00675.png,175.47043228149414,109.64085388183594,150.2810516357422,48.56911549406679,39.199507149267774,34.82059061431899,0
TCGA-3L-AA1B_nonMSIH_x21040_y14048_patch00789.png,165.5569305419922,110.05774307250977,145.65785217285156,59.526754963291715,60.45193605511367,52.69043605229027,0
TCGA-3L-AA1B_nonMSIH_x21040_y18656_patch00798.png,181.40156173706055,137.37787246704102,169.9247589111328,49.100955807794165,56.76506111793693,44.222939873375346,0
TCGA-3L-AA1B_nonMSIH_x21040_y736_patch00765.png,187.19677352905273,183.87261962890625,183.5784149169922,86.24240407984337,87.59782483511005,87.3254523007663,0
TCGA-3L-AA1B_nonMSIH_x22064_y7904_patch00855.png,214.82786178588867,162.91494750976562,188.41077423095703,34.859927472565374,42.60454677932461,34.1351223424841,0
TCGA-3L-AA1B_nonMSIH_x22576_y17632_patch00912.png,165.72689056396484,119.20414733886719,158.1415252685547,46.115178952037354,48.46731995592726,38.45046462893368,0
TCGA-3L-AA1B_nonMSIH_x23088_y4320_patch00924.png,230.58179092407227,214.63055038452148,221.5879020690918,21.823104451050455,34.93762601030261,28.538714730997356,0
TCGA-3L-AA1B_nonMSIH_x24624_y14560_patch01035.png,178.85969924926758,131.72156524658203,167.70498657226562,44.24022445367785,45.98061754662976,36.650108341486394,0
TCGA-3L-AA1B_nonMSIH_x24624_y8928_patch01025.png,198.8078727722168,141.96086883544922,175.2505760192871,33.349742376666335,36.93160486533461,30.501820082406006,0
TCGA-3L-AA1B_nonMSIH_x25648_y18144_patch01097.png,172.1598663330078,129.34968185424805,164.81171417236328,47.750104187925274,48.91863528127798,40.53393059180218,0
TCGA-3L-AA1B_nonMSIH_x28208_y12512_patch01243.png,156.26154708862305,113.33853530883789,152.2479248046875,50.87031809366593,55.73333120466284,45.30173459768179,0
TCGA-3L-AA1B_nonMSIH_x28208_y13024_patch01244.png,142.0448226928711,97.65980529785156,139.93866348266602,49.738504407542784,51.60567866270116,43.992564560166535,0
